C000001	AA_DNA_MUTATION_SIGNATURE
C003470	TUMOR_TYPE
C003471	TUMOR_VOLUME
C003472	TURIN
C003473	TX_90DAYS_POST_RESECTION
C003474	TX_CLASS
C003475	TX_COMPLETE_RESPONSE
C003476	TX_INDUCTION_COURSES_INDICATOR
C003477	TX_MAINTENANCE_COURSES_INDICATOR
C003478	TX_REG
C003479	TYPE
C003480	TYPE_OF_CLINICAL_VARIANT
C003481	TYPE_OF_PRIOR_LOCAL_THERAPY
C003482	TYPE_OF_SURGERY
C003483	TYPE_OF_SURGERY_2
C003484	TYPE_OF_TREATMENT_BEFORE_SAMPLING
C003485	T_10_11_P11_2_Q23
C003486	T_10_19
C003487	T_11Q23
C003488	T_11_14
C003489	T_11_17
C003490	T_11_18
C003491	T_11_19_Q23_P13_1
C003492	T_11_23
C003493	T_12_2
C003494	T_14_16
C003495	T_14_18
C003496	T_15_17
C003497	T_1_19
C003498	T_1_22
C003499	T_3Q27
C003500	T_3_5_Q25_Q34
C003501	T_4_11
C003502	T_4_14
C003503	T_5_12
C003504	T_5_14
C003505	T_6_11_Q27_Q23
C003506	T_6_14
C003507	T_6_9
C003508	T_8_14
C003509	T_8_21
C003510	T_9_11
C003511	T_9_11_P22_Q23
C003512	T_9_14
C003513	T_9_22
C003514	T_CELLS_CD4_MEMORY_ACTIVATED
C003515	T_CELLS_CD4_MEMORY_RESTING
C003516	T_CELLS_CD4_NAIVE
C003517	T_CELLS_CD8
C003518	T_CELLS_FOLLICULAR_HELPER
C003519	T_CELLS_GAMMA_DELTA
C003520	T_CELLS_REGULATORY_TREGS
C003521	T_SCORE
C003522	T_STAGE
C003523	T_STAGE_REPORTED
C003524	U133A
C003525	UBIQUITOUS_ASSAY_PANEL
C003526	UICC_TUMOR_STAGE
C003527	ULTRASOUND
C003528	UNDESCENDED_TESTIS_CORRECTED
C003529	UNDESCENDED_TESTIS_CORRECTED_AGE
C003530	UNDESCENDED_TESTIS_METHOD_LEFT
C003531	UNDESCENDED_TESTIS_METHOD_RIGHT
C003532	UNIQUE_PAPER_SAMPLES
C003533	UNIT
C003534	UPD
C003535	UROTHELIAL_PRIMARY
C003536	USAGE
C003537	UTERINE_WEIGHT
C003538	V
C003539	V1
C003540	V2
C003541	V3
C003542	VALIDATION_STATUS
C003543	VARIANT_HISTOLOGY
C003544	VARIANT_HISTOLOGY_SUBTYPE
C003545	VAR_10Q_NEG
C003546	VAR_10_005
C003547	VAR_11Q_NEG
C003548	VAR_11_NEG
C003549	VAR_11_POS
C003550	VAR_12P_POS
C003551	VAR_12_245
C003552	VAR_13P_NEG
C003553	VAR_13_NEG
C003554	VAR_14Q_NEG
C003555	VAR_15Q_POS
C003556	VAR_16Q_NEG
C003557	VAR_17P_NEG
C003558	VAR_17Q_POS
C003559	VAR_18_NEG
C003560	VAR_19P_NEG
C003561	VAR_19Q_POS
C003562	VAR_1P_NEG
C003563	VAR_1Q_POS
C003564	VAR_20Q_POS
C003565	VAR_22_NEG
C003566	VAR_2P_NEG
C003567	VAR_2P_POS
C003568	VAR_3P_NEG
C003569	VAR_3Q_NEG
C003570	VAR_3Q_POS
C003571	VAR_4P_NEG
C003572	VAR_4_NEG
C003573	VAR_6P_POS
C003574	VAR_6Q_NEG
C003575	VAR_7Q_POS
C003576	VAR_9P_NEG
C003577	VAR_9_NEG
C003578	VASCULAR_INVASION
C003579	VASCULAR_INVASION_INDICATOR
C003580	VEGF1
C003581	VEGF2
C003582	VHL
C003583	VHL_GERMLINE
C003584	VHL_MUTATION_AA
C003585	VHL_MUTATION_CODON
C003586	VHL_SOMATIC
C003587	VI
C003588	VIAL_NUMBER
C003589	VISCERAL_METS
C003590	VISMO_STATUS
C003591	VISUAL_CHANGES
C003592	VITAL_STATUS
C003593	VITAL_STATUS_INTERVAL_YEARS
C003594	WASHING
C003595	WATERFALL_GROUP
C003596	WBC
C003597	WBC_X_10_3_PER_MICROLITER
C003598	WEEK_ADDED
C003599	WEIGHT
C003600	WEIGHT_LOSS
C003601	WEIGHT_LOSS_AMOUNT_KG
C003602	WEIGHT_LOSS_WEEKS
C003603	WEISS_SCORE_OVERALL
C003604	WEISS_VENOUS_INVASION
C003605	WELL_DIFF_LIPOSARC_PRIOR_DX_DAYS_TO
C003606	WELL_DIFF_LIPOSARC_PRIOR_DX_INDICATOR
C003607	WELL_DIFF_LIPOSARC_RESECTION_DAYS_TO
C003608	WGD
C003609	WGS_BASED_PURITY_ESTIMATION
C003610	WGS_STATUS
C003611	WHOLE_EXOME_SEQUENCING
C003612	WHOLE_GENOME_SEQUENCING
C003613	WHO_CLASS
C003614	WHO_GRADE
C003615	WITHDRAWAL_OF_CONSENT
C003616	WT1_MUTATION
C003617	XENOGRAFT_INFORMATION
C003618	XTANDI
C003619	XTANDI_EXPOSED_BEFORE_BX
C003620	X_SOURCEINFO
C003621	YEAR
C003622	YEARS_TO_LAST_KNOWN_ALIVE
C003623	YEARS_TO_NEW_TUMOR
C003624	YEAR_MET_DISEASE_IDENTIFIED
C003625	YEAR_OF_COLLECTION
C003626	YEAR_OF_DIAGNOSIS
C003627	YEAR_OF_INITIAL_PATHOLOGIC_DIAGNOSIS
C003628	YEAR_OF_RC
C003629	YEAR_OF_SPECIMEN
C003630	YEAR_OF_SURGERY
C003631	ZAP70_TEST
C003632	ZMYM3_MUT
C003633	ZYTIGA
C003634	ZYTIGA_EXPOSED_BEFORE_BX
C003635	PDX_SAMPLE_STATUS
C003636	MUTATION_NUMBER
C003637	CNA_NUMBER
C003638	RNA_SEQUENCED
C003639	PDX_NOTES
C003640	IN_PANCANPATHWAYS_FREEZE
C003641	TEXTURE
C003642	HGP_SCORE
C003643	STEATOFFIBROSISSCORE
C003644	ADJUVANTCREASY_PATIENTS
C003645	PRESENCE_OF_ADENOMA
C003646	PRESENCE_OF_EXOCRINE_COMPONENT
C003647	REGIONAL_VS_PRIMARY
C003648	UV_SIGNATURE
C003649	UV_RATE
C003650	AGE_AT_TCGA_SPECIMEN
C003651	SITE_OF_PRIMARY_TUMOR_KNOWN_PRIMARY_ONLY
C003652	SITE_OF_PRIMARY_TUMOR_INCLUDING_UNKNOWN
C003653	BRESLOW
C003654	ULCERATION
C003655	T_STAGE_AT_DIAGNOSIS_COMPLEX
C003656	T_STAGE_AT_DIAGNOSIS_SIMPLE
C003657	N_STAGE_AT_DIAGNOSIS_COMPLEX
C003658	N_STAGE_AT_DIAGNOSIS_SIMPLE
C003659	M_STAGE_AT_DIAGNOSIS_COMPLEX
C003660	M_STAGE_AT_DIAGNOSIS_SIMPLE
C003661	PATHOLOGIC_STAGE_AJCC7_AT_DIAGNOSIS_COMPLEX
C003662	PATHOLOGIC_STAGE_AJCC7_AT_DIAGNOSIS_SIMPLE
C003663	TCGA_SPECIMEN_SITE
C003664	DISTANT_ANATOMIC_SITE
C003665	TCGA_DAYS_TO_DEATH_OR_LAST_FU
C003666	TCGA_SPECIMEN_DISTANT
C003667	STAGE_HCC_SYSTEMIC
C003668	INTRAHEPATIC_DISEASE
C003669	GROSS_VASCULAR_INVOLVEMENT
C003670	PRIOR_TRANSPLANT
C003671	PRIOR_RESECTION
C003672	PRIOR_REGIONAL_TREATMENT
C003673	SORAFENIB_TREATMENT
C003674	MUTATION_CLASS
C003675	FIG2_ORDER
C003676	PRIOR_TAXANE
C003677	PRIOR_ABI_OR_ENZ
C003678	NON_VIRAL
C003679	PDX_CASE_ID
C003680	TREATMENT_BEFORE_COLLECTION
C003681	IMPACT_PDX_PASSAGE
C003682	IMPACT_NUMBER
C003683	RNASEQ_NUMBER
C003684	PDX_LIB_NUMBER
C003685	ANATOMY
C003686	PLANNED_DOSE
C003687	DELIVERED_DOSE
C003688	PLANNED_FRACTIONS
C003689	DELIVERED_FRACTIONS
C003690	REF_POINT_SITE
C003691	INDUCTION_CHEMO
C003692	INDUCTION_XRT
C003693	PATHOLOGIC_STAGE_AJCC8
C003694	PATHOLOGIC_STAGE_AJCC8_COLLAPSE
C003695	PATHOLOGIC_STAGE_AJCC8_CODE
C003696	RESECTION
C003697	POST_OP_RECUR
C003698	MONTHS_FROM_SURGERY_TO_RECURRENCE
C003699	POST_OP_RECUR_FIRST_SITE_TYPE
C003700	BRAIN_RECUR_STATUS
C003701	BRAIN_RECUR_MONTHS
C003702	BONE_RECUR_STATUS
C003703	DFS_BONE_RECUR_MONTHS
C003704	INITIAL_SAMPLE_WEIGHT_GRAMS
C003705	X2YR_AIS
C003706	X2YR_TAMOXIFEN
C003707	X2YR_ANTIHER2
C003708	X2YR_FULVESTRANT
C003709	X2YR_CAPECITABINE
C003710	X2YR_VEGF_INHIBITOR
C003711	X2YR_ANTHRACYCLINE
C003712	X2YR_ALKYLATING_AGENT
C003713	X2YR_CDK46
C003714	X2YR_TAXANE
C003715	PATIENT_TREATMENT_MODE
C003716	REGIMEN
